stock_id,signal_date,entry_date,exit_date,holding_days,score,oversold_score,reversal_score,entry,exit,return,market_return,alpha,relative_strength_20d,market_regime,exit_reason
2327,2024-11-07,2024-11-08,2024-11-15,6,72.75,75.0,70.0,140.25,133.23749999999998,-0.050000000000000155,-0.01784952768150483,-0.03215047231849533,-0.12080631308521195,bull,stop_loss
2345,2024-04-23,2024-04-24,2024-04-25,2,76.25,65.0,90.0,425.5,404.22499999999997,-0.050000000000000044,0.011202108357339924,-0.06120210835733997,-0.13915531050915608,bull,stop_loss
2345,2025-03-13,2025-03-14,2025-03-14,1,70.0,70.0,70.0,641.0,608.9499999999999,-0.050000000000000155,0.006183051851522903,-0.05618305185152306,-0.12288908283782818,bull,stop_loss
2352,2026-01-06,2026-01-07,2026-01-20,10,70.75,55.0,90.0,24.049999237060547,25.549999237060547,0.06237006434863135,0.05319026798367332,0.009179796364958026,-0.1702393686914735,bull,time_exit
2376,2024-03-22,2024-03-25,2024-04-08,9,76.25,65.0,90.0,305.5,336.05,0.10000000000000009,0.010723497829097317,0.08927650217090277,-0.1728709609736072,bull,take_profit
2377,2025-09-19,2025-09-22,2025-09-24,3,71.75,65.0,80.0,123.5,117.32499999999999,-0.050000000000000044,0.0011144696729870063,-0.05111446967298705,-0.174484510703928,bull,stop_loss
2377,2026-02-10,2026-02-11,2026-03-06,10,70.75,55.0,90.0,90.9000015258789,96.69999694824219,0.06380632920794893,0.012134895053794725,0.051671434154154205,-0.12531317843251788,bull,time_exit
2382,2026-05-21,2026-05-22,2026-06-01,7,73.5,60.0,90.0,310.0,341.0,0.10000000000000009,0.08457198249685582,0.015428017503144265,-0.1351962851049342,bull,take_profit
2383,2023-04-28,2023-05-02,2023-05-15,10,70.75,55.0,90.0,164.0,164.0,0.0,-0.0016947122598766073,0.0016947122598766073,-0.08737929140130452,bull,time_exit
2383,2024-07-23,2024-07-26,2024-08-05,7,70.0,70.0,70.0,417.0,396.15,-0.050000000000000044,-0.10968762093531303,0.05968762093531299,-0.04073951292241973,bull,stop_loss
2385,2025-07-01,2025-07-02,2025-07-15,10,76.25,65.0,90.0,134.0,132.0,-0.014925373134328401,0.007792943043944955,-0.022718316178273357,-0.1908432839446692,bull,time_exit
2385,2026-07-01,2026-07-02,2026-07-15,10,71.75,65.0,80.0,105.5,105.5,0.0,0.004946270098114658,-0.004946270098114658,-0.2648536581853712,bull,time_exit
2392,2025-08-28,2025-08-29,2025-09-11,10,72.75,75.0,70.0,48.599998474121094,47.099998474121094,-0.030864198499897744,0.006004587304913933,-0.03686878580481168,-0.19950511378805502,bull,time_exit
2392,2025-11-26,2025-11-27,2025-12-10,10,72.75,75.0,70.0,39.5,38.849998474121094,-0.01645573483237739,0.013157664344495057,-0.029613399176872446,-0.21894991556858445,bull,time_exit
2395,2025-11-24,2025-11-25,2025-12-08,10,70.75,55.0,90.0,287.0,286.0,-0.0034843205574912606,0.03779118988587271,-0.04127551044336397,-0.09059077867006038,bull,time_exit
2404,2022-04-20,2022-04-21,2022-05-05,10,70.75,55.0,90.0,180.5,181.0,0.0027700831024930483,-0.014243308788192355,0.017013391890685403,-0.07088301794498553,neutral,time_exit
2408,2024-12-17,2024-12-18,2024-12-31,10,70.75,55.0,90.0,31.100000381469727,29.545000362396237,-0.050000000000000044,0.00035914209324983126,-0.050359142093249876,-0.16076926508839806,neutral,stop_loss
2408,2025-07-17,2025-07-18,2025-07-22,3,75.5,80.0,70.0,43.400001525878906,41.23000144958496,-0.050000000000000044,-0.010261964067732277,-0.03973803593226777,-0.31119631496465905,bull,stop_loss
2439,2025-09-08,2025-09-09,2025-09-22,10,72.75,75.0,70.0,103.5,102.0,-0.01449275362318836,0.03261518166986499,-0.04710793529305335,-0.15753465622361829,bull,time_exit
2454,2023-04-28,2023-05-02,2023-05-15,10,72.75,75.0,70.0,654.0,680.0,0.039755351681957096,-0.0016947122598766073,0.041450063941833704,-0.14821035002936056,bull,time_exit
2548,2026-06-10,2026-06-11,2026-06-22,7,76.25,65.0,90.0,101.42857360839844,96.35714492797851,-0.050000000000000044,0.0686439796416145,-0.11864397964161455,-0.21507112107950033,bull,stop_loss
2607,2025-10-14,2025-10-15,2025-10-29,10,90.0,90.0,90.0,58.599998474121094,58.400001525878906,-0.0034129172943666575,0.04120774182076903,-0.044620659115135686,-0.17660965752170232,bull,time_exit
2609,2022-09-12,2022-09-13,2022-09-14,2,70.75,55.0,90.0,72.4000015258789,68.78000144958496,-0.050000000000000044,-0.005344614031699058,-0.04465538596830099,-0.21819692075650865,bull,stop_loss
2610,2026-03-11,2026-03-12,2026-03-25,10,72.75,75.0,70.0,19.049999237060547,18.950000762939453,-0.0052492639436201305,0.004652344722200441,-0.009901608665820572,-0.1630623711632022,bull,time_exit
2615,2022-09-12,2022-09-13,2022-09-19,5,76.25,65.0,90.0,78.4000015258789,74.48000144958496,-0.050000000000000044,-0.015576108551640377,-0.03442389144835967,-0.2616750887369397,bull,stop_loss
2618,2025-11-24,2025-11-25,2025-12-08,10,71.75,65.0,80.0,33.599998474121094,34.29999923706055,0.02083335698597133,0.03779118988587271,-0.01695783289990138,-0.06420820104755354,bull,time_exit
2618,2026-03-11,2026-03-12,2026-03-25,10,77.25,75.0,80.0,33.900001525878906,35.650001525878906,0.051622416555470396,0.004652344722200441,0.046970071833269955,-0.11250108148862314,bull,time_exit
2637,2022-09-12,2022-09-13,2022-09-26,10,77.25,75.0,80.0,56.0,55.20000076293945,-0.014285700661795464,-0.0605694923497353,0.046283791687939835,-0.184149185114321,bull,time_exit
2851,2023-01-09,2023-01-10,2023-02-02,10,70.75,55.0,90.0,17.149999618530273,18.5,0.07871722516023127,0.04106082309710257,0.0376564020631287,-0.1001079361111934,bull,time_exit
2880,2026-05-29,2026-06-01,2026-06-02,2,76.25,65.0,90.0,30.24752426147461,33.272276687622075,0.10000000000000009,0.034631684869007584,0.0653683151309925,-0.16962446704445788,bull,take_profit
2915,2021-12-17,2021-12-20,2022-01-03,10,70.75,55.0,90.0,90.77497100830078,94.7640151977539,0.04394431796721099,0.019678327904660398,0.02426599006255059,-0.1450208332006232,bull,time_exit
2915,2024-12-23,2024-12-24,2025-01-07,10,76.25,65.0,90.0,72.5999984741211,69.9000015258789,-0.03719004139104254,-0.0005796738852722472,-0.03661036750577029,-0.08504640119314477,neutral,time_exit
3017,2023-09-22,2023-09-25,2023-09-28,4,73.5,60.0,90.0,297.0,326.70000000000005,0.10000000000000009,0.0007260605951970867,0.099273939404803,-0.17497379538703206,neutral,take_profit
3023,2023-11-03,2023-11-06,2023-11-17,10,77.25,75.0,80.0,280.0,276.5,-0.012499999999999956,0.03652618797860385,-0.04902618797860381,-0.15688108364458908,neutral,time_exit
3023,2024-01-15,2024-01-16,2024-01-29,10,70.75,55.0,90.0,273.0,262.5,-0.038461538461538436,0.010007339246380198,-0.048468877707918634,-0.07710634070714695,bull,time_exit
3023,2025-12-22,2025-12-23,2025-12-30,5,74.5,70.0,80.0,203.5,193.325,-0.050000000000000044,0.006992801594405185,-0.05699280159440523,-0.07468113296132539,bull,stop_loss
3033,2023-08-15,2023-08-16,2023-08-29,10,72.75,75.0,70.0,29.100000381469727,28.75,-0.012027504360192398,0.009003561247213687,-0.021031065607406085,-0.1662618162426538,neutral,time_exit
3033,2025-08-28,2025-08-29,2025-09-11,10,72.75,75.0,70.0,28.600000381469727,27.950000762939453,-0.022727259086031903,0.006004587304913933,-0.028731846390945837,-0.21592755225475257,bull,time_exit
3189,2022-03-17,2022-03-18,2022-03-23,4,73.5,60.0,90.0,182.0,200.20000000000002,0.10000000000000009,0.02085797363201336,0.07914202636798673,-0.1357208964712877,bull,take_profit
3231,2023-08-08,2023-08-09,2023-08-10,2,73.5,60.0,90.0,120.0,114.0,-0.050000000000000044,-0.021196897784056312,-0.028803102215943732,0.2226643674280373,bull,stop_loss
3443,2022-01-18,2022-01-19,2022-01-24,4,70.75,55.0,90.0,510.0,484.5,-0.050000000000000044,-0.02354363707009821,-0.026456362929901833,-0.14898363894447353,bull,stop_loss
3443,2023-08-17,2023-08-18,2023-08-24,5,70.75,55.0,90.0,1365.0,1501.5000000000002,0.10000000000000009,0.0045968748870872655,0.09540312511291282,-0.23914258191950621,neutral,take_profit
3481,2022-12-22,2022-12-23,2023-01-06,10,74.5,70.0,80.0,13.038276672363281,14.055023193359375,0.077981664797101,-0.0005627541973257655,0.07854441899442677,-0.107820471932071,bull,time_exit
3532,2024-12-25,2024-12-26,2024-12-30,3,70.75,55.0,90.0,105.0,99.75,-0.050000000000000044,-0.00651916176461953,-0.043480838235380515,-0.09954265462046197,bull,stop_loss
3592,2025-10-30,2025-10-31,2025-11-06,5,70.75,55.0,90.0,251.5,238.92499999999998,-0.050000000000000044,-0.0020771199656615114,-0.04792288003433853,-0.16219714007292696,bull,stop_loss
3653,2023-08-02,2023-08-04,2023-08-14,7,76.25,65.0,90.0,551.0,606.1,0.10000000000000009,-0.027043016325890123,0.1270430163258902,-0.1825283514244216,bull,take_profit
3661,2021-11-30,2021-12-01,2021-12-14,10,79.0,70.0,90.0,1000.0,950.0,-0.050000000000000044,0.010753392749499602,-0.060753392749499646,-0.03660509126753775,bull,stop_loss
3661,2025-09-30,2025-10-01,2025-10-02,2,74.5,70.0,80.0,3500.0,3325.0,-0.050000000000000044,0.00012738124010747143,-0.050127381240107516,-0.15989014666930534,bull,stop_loss
3661,2026-07-31,2026-08-03,2026-08-04,2,73.5,60.0,90.0,3070.0,3377.0000000000005,0.10000000000000009,0.034845921681732506,0.06515407831826758,-0.26515257258432867,neutral,take_profit
4919,2025-11-11,2025-11-12,2025-11-18,5,91.0,100.0,80.0,53.5,50.824999999999996,-0.050000000000000044,-0.023557961362067226,-0.02644203863793282,-0.14159705280921597,bull,stop_loss
4919,2026-06-11,2026-06-12,2026-06-12,1,73.5,60.0,90.0,185.5,176.225,-0.050000000000000044,0.01792296337262056,-0.0679229633726206,0.012779149426325409,bull,stop_loss
4938,2025-06-24,2025-06-25,2025-07-08,10,71.75,65.0,80.0,76.5,77.80000305175781,0.016993503944546573,0.0039039984437096997,0.013089505500836873,-0.09125654345887002,bull,time_exit
4958,2025-11-20,2025-11-21,2025-12-01,7,79.0,70.0,90.0,136.0,149.60000000000002,0.10000000000000009,0.014702231983923841,0.08529776801607625,-0.12023838466684023,bull,take_profit
4958,2026-08-03,2026-08-04,2026-08-05,2,74.5,70.0,80.0,418.0,459.8,0.10000000000000009,0.02914531672365417,0.07085468327634592,-0.2159188439177484,neutral,take_profit
5347,2026-02-09,2026-02-10,2026-02-11,2,74.5,70.0,80.0,130.0,123.5,-0.050000000000000044,0.014753339364063978,-0.06475333936406402,0.01878594315284987,bull,stop_loss
5347,2026-07-22,2026-07-23,2026-07-23,1,70.0,70.0,70.0,175.0,166.25,-0.050000000000000044,-0.004248403821769942,-0.0457515961782301,-0.12942272755049633,bull,stop_loss
5483,2024-09-27,2024-09-30,2024-10-08,5,70.75,55.0,90.0,176.0,167.2,-0.050000000000000044,-0.021468144102430697,-0.028531855897569347,-0.11637434856301021,neutral,stop_loss
6269,2026-05-14,2026-05-15,2026-05-18,2,70.0,70.0,70.0,59.400001525878906,56.43000144958496,-0.050000000000000044,-0.018126678767562687,-0.03187332123243736,-0.12563396749356515,bull,stop_loss
6505,2024-11-18,2024-11-19,2024-11-27,7,76.25,65.0,90.0,45.0,42.75,-0.050000000000000044,0.004910334823742923,-0.05491033482374297,-0.1028404773897057,neutral,stop_loss
6669,2024-07-31,2024-08-01,2024-08-02,2,84.5,80.0,90.0,2150.0,2042.5,-0.050000000000000044,-0.015512390216529837,-0.03448760978347021,-0.1903161231928363,neutral,stop_loss
6669,2026-01-22,2026-01-23,2026-01-28,4,71.75,65.0,80.0,3820.0,3629.0,-0.050000000000000044,0.02184650549498146,-0.0718465054949815,-0.20183336944412145,bull,stop_loss
8046,2024-04-23,2024-04-24,2024-05-08,10,70.75,55.0,90.0,187.5,189.0,0.008000000000000007,0.04724656881426337,-0.03924656881426336,-0.104373901320164,bull,time_exit
